customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment,cluster,segment
405-7347962-4911976,74,1,2528.74,3,4,4,11,344,1,Occasional Buyers
405-7348076-1781373,105,1,1741.82,1,4,2,7,142,1,Occasional Buyers
405-7348180-7283725,68,1,1705.61,3,4,2,9,342,1,Occasional Buyers
405-7349421-4129919,17,1,927.0,5,4,1,10,541,0,Regular Customers
405-7349767-8177269,61,1,2551.06,3,4,4,11,344,0,Regular Customers
405-7349944-9581826,59,1,5720.76,3,4,5,12,345,2,High Value Customers
405-7350315-1489062,73,1,1606.06,3,4,2,9,342,1,Occasional Buyers
405-7350364-9845596,57,1,1784.5,3,4,3,10,343,0,Regular Customers
405-7350398-6811381,67,1,1916.66,3,4,3,10,343,1,Occasional Buyers
405-7350447-1104682,60,1,2249.21,3,4,3,10,343,0,Regular Customers
405-7350662-9094549,68,1,1463.45,3,4,2,9,342,1,Occasional Buyers
405-7350915-3506366,62,1,3433.26,3,4,4,11,344,1,Occasional Buyers
405-7351303-1316186,43,1,565.68,4,4,1,9,441,0,Regular Customers
405-7351619-6838472,105,1,2083.35,1,4,3,8,143,1,Occasional Buyers
405-7351661-4189208,110,1,2978.85,1,4,4,9,144,1,Occasional Buyers
405-7351983-3118469,19,1,1917.02,5,4,3,12,543,0,Regular Customers
405-7352943-4026137,4,1,1019.5,5,4,1,10,541,0,Regular Customers
405-7353117-8848086,45,1,3686.48,4,4,5,13,445,0,Regular Customers
405-7353562-4650739,103,1,2693.78,1,4,4,9,144,1,Occasional Buyers
405-7354330-8076944,106,1,1610.76,1,4,2,7,142,1,Occasional Buyers
405-7354342-1985685,86,1,1269.71,2,4,2,8,242,1,Occasional Buyers
405-7354886-3758910,27,1,835.97,4,4,1,9,441,0,Regular Customers
405-7355173-6341879,87,1,2083.35,2,4,3,9,243,1,Occasional Buyers
405-7355331-8677911,89,1,900.14,2,4,1,7,241,1,Occasional Buyers
405-7355371-6127741,38,1,1132.42,4,4,2,10,442,0,Regular Customers
405-7356048-1063234,70,1,5792.54,3,4,5,12,345,2,High Value Customers
405-7356344-2960676,96,1,2083.35,2,4,3,9,243,1,Occasional Buyers
405-7356832-8831756,72,1,2345.39,3,4,3,10,343,1,Occasional Buyers
405-7357223-3223030,76,1,2083.35,2,4,3,9,243,1,Occasional Buyers
405-7357318-9836451,84,1,1796.8,2,4,3,9,243,1,Occasional Buyers
405-7357470-3325475,68,1,4114.95,3,4,5,12,345,2,High Value Customers
405-7357546-9408825,111,1,1612.71,1,4,2,7,142,1,Occasional Buyers
405-7357627-6118889,119,1,604.42,1,4,1,6,141,1,Occasional Buyers
405-7357697-1182226,3,1,2798.16,5,4,4,13,544,0,Regular Customers
405-7357854-9216005,80,1,2847.7,2,4,4,10,244,1,Occasional Buyers
405-7358195-4578416,81,1,679.73,2,4,1,7,241,1,Occasional Buyers
405-7358452-7166598,31,1,5606.34,4,4,5,13,445,2,High Value Customers
405-7358971-7808367,70,1,772.07,3,4,1,8,341,1,Occasional Buyers
405-7359205-9885474,2,1,1758.46,5,4,2,11,542,0,Regular Customers
405-7359341-7718226,105,1,1260.48,1,4,2,7,142,1,Occasional Buyers
405-7359418-5166060,97,1,821.0,2,4,1,7,241,1,Occasional Buyers
405-7359461-4587718,61,1,8188.97,3,4,5,12,345,2,High Value Customers
405-7359904-7890486,43,1,2920.84,4,4,4,12,444,0,Regular Customers
405-7360677-5962022,60,1,595.74,3,4,1,8,341,0,Regular Customers
405-7361164-5694863,81,1,1101.24,2,4,2,8,242,1,Occasional Buyers
405-7361622-7083121,74,1,3796.2,3,4,5,12,345,1,Occasional Buyers
405-7361636-5285800,68,1,2065.81,3,4,3,10,343,1,Occasional Buyers
405-7362373-8179209,56,1,7107.56,3,4,5,12,345,2,High Value Customers
405-7362674-7264888,116,1,2380.18,1,4,3,8,143,1,Occasional Buyers
405-7362872-6199015,15,1,2337.95,5,4,3,12,543,0,Regular Customers
405-7363059-5122287,50,1,261.15,3,4,1,8,341,0,Regular Customers
405-7363118-7528638,54,1,1556.62,3,4,2,9,342,0,Regular Customers
405-7363428-8145053,105,1,855.74,1,4,1,6,141,1,Occasional Buyers
405-7364164-2486750,116,1,426.06,1,4,1,6,141,1,Occasional Buyers
405-7364185-5270430,90,1,243.12,2,4,1,7,241,1,Occasional Buyers
405-7364293-8183277,70,1,1765.06,3,4,2,9,342,1,Occasional Buyers
405-7364547-9493246,16,1,2247.4,5,4,3,12,543,0,Regular Customers
405-7364627-4192549,120,1,4931.9,1,4,5,10,145,2,High Value Customers
405-7364806-7747821,12,1,2931.4,5,4,4,13,544,0,Regular Customers
405-7364882-3236314,34,1,4637.16,4,4,5,13,445,2,High Value Customers
405-7364945-6616052,56,1,2244.26,3,4,3,10,343,0,Regular Customers
405-7364952-8583820,27,1,203.02,4,4,1,9,441,0,Regular Customers
405-7365088-3794919,20,1,1981.83,5,4,3,12,543,0,Regular Customers
405-7365149-4929324,25,1,4819.68,5,4,5,14,545,2,High Value Customers
405-7365187-5482349,112,1,262.82,1,4,1,6,141,1,Occasional Buyers
405-7365753-5408245,18,1,1247.78,5,4,2,11,542,0,Regular Customers
405-7365847-2894605,94,1,8014.08,2,4,5,11,245,2,High Value Customers
405-7366006-6181902,21,1,1472.16,5,4,2,11,542,0,Regular Customers
405-7366014-8880476,119,1,809.2,1,4,1,6,141,1,Occasional Buyers
405-7366468-7553492,56,1,2263.01,3,4,3,10,343,0,Regular Customers
405-7367243-7048344,67,1,1704.0,3,4,2,9,342,1,Occasional Buyers
405-7367483-1264428,108,1,1484.85,1,4,2,7,142,1,Occasional Buyers
405-7367562-8381836,61,1,2071.38,3,4,3,10,343,0,Regular Customers
405-7367590-6560158,24,1,1811.45,5,4,3,12,543,0,Regular Customers
405-7367778-6011192,18,1,1544.42,5,4,2,11,542,0,Regular Customers
405-7368315-3567530,87,1,1058.28,2,4,2,8,242,1,Occasional Buyers
405-7368404-9940638,6,1,4359.1,5,4,5,14,545,0,Regular Customers
405-7369266-9125954,25,1,2655.22,5,4,4,13,544,0,Regular Customers
405-7370299-9348287,17,1,8188.97,5,4,5,14,545,2,High Value Customers
405-7370434-2876311,66,1,3794.88,3,4,5,12,345,2,High Value Customers
405-7370507-2751289,25,1,3916.2,5,4,5,14,545,0,Regular Customers
405-7370588-2280615,50,1,2259.84,3,4,3,10,343,0,Regular Customers
405-7370909-8937483,103,1,1072.77,1,4,2,7,142,1,Occasional Buyers
405-7371038-3261705,59,1,2083.35,3,4,3,10,343,0,Regular Customers
405-7371251-4225064,112,1,1677.41,1,4,2,7,142,1,Occasional Buyers
405-7371566-3242494,55,1,4655.08,3,4,5,12,345,2,High Value Customers
405-7372202-4237505,15,1,1983.64,5,4,3,12,543,0,Regular Customers
405-7372430-1573203,82,1,5918.1,2,4,5,11,245,2,High Value Customers
405-7372472-7084645,43,1,2083.35,4,4,3,11,443,0,Regular Customers
405-7372485-4898433,49,1,2653.46,4,4,4,12,444,0,Regular Customers
405-7372588-1531843,105,1,2889.13,1,4,4,9,144,1,Occasional Buyers
405-7372853-6637301,16,1,3604.88,5,4,4,13,544,0,Regular Customers
405-7373037-5574016,50,1,2229.88,3,4,3,10,343,0,Regular Customers
405-7373510-1739245,40,1,1434.19,4,4,2,10,442,0,Regular Customers
405-7373553-2704094,26,1,2550.92,4,4,4,12,444,0,Regular Customers
405-7374010-7495910,37,1,2845.68,4,4,4,12,444,0,Regular Customers
405-7374373-9966226,38,1,5096.24,4,4,5,13,445,2,High Value Customers
405-7375003-5583042,75,1,3881.18,2,4,5,11,245,1,Occasional Buyers
405-7375500-9376565,111,1,8188.97,1,4,5,10,145,2,High Value Customers
405-7375627-2586350,16,1,1789.76,5,4,3,12,543,0,Regular Customers
405-7375763-2269275,102,1,1904.78,1,4,3,8,143,1,Occasional Buyers
405-7375783-5661393,5,1,3622.38,5,4,4,13,544,0,Regular Customers
405-7375894-8621169,122,1,1993.45,1,4,3,8,143,1,Occasional Buyers
405-7375933-7779088,84,1,2083.35,2,4,3,9,243,1,Occasional Buyers
405-7376039-9839174,18,1,1680.55,5,4,2,11,542,0,Regular Customers
405-7376052-5433700,22,1,4431.86,5,4,5,14,545,0,Regular Customers
405-7376264-7796183,99,1,1791.65,1,4,3,8,143,1,Occasional Buyers
405-7376502-5582297,61,1,2101.68,3,4,3,10,343,0,Regular Customers
405-7376625-2030270,72,1,923.32,3,4,1,8,341,1,Occasional Buyers
405-7377089-8222083,107,1,849.54,1,4,1,6,141,1,Occasional Buyers
405-7377445-6912212,87,1,881.73,2,4,1,7,241,1,Occasional Buyers
405-7377478-4355524,39,1,4716.4,4,4,5,13,445,2,High Value Customers
405-7377531-6661071,8,1,634.72,5,4,1,10,541,0,Regular Customers
405-7378310-3954826,67,1,2503.26,3,4,4,11,344,1,Occasional Buyers
405-7378319-9877734,41,1,3795.6,4,4,5,13,445,0,Regular Customers
405-7378412-7490606,119,1,1729.6,1,4,2,7,142,1,Occasional Buyers
405-7378451-3319797,100,1,2163.2,1,4,3,8,143,1,Occasional Buyers
405-7378915-3537140,61,1,1360.03,3,4,2,9,342,0,Regular Customers
405-7379239-8899347,110,1,2176.98,1,4,3,8,143,1,Occasional Buyers
405-7379323-6096948,4,1,1072.68,5,4,2,11,542,0,Regular Customers
405-7379592-5683148,103,1,4984.34,1,4,5,10,145,2,High Value Customers
405-7379792-3930827,59,1,2083.82,3,4,3,10,343,0,Regular Customers
405-7380382-6785259,33,1,1706.26,4,4,2,10,442,0,Regular Customers
405-7380649-5577714,121,1,1085.12,1,4,2,7,142,1,Occasional Buyers
405-7380866-6839296,105,1,370.07,1,4,1,6,141,1,Occasional Buyers
405-7380949-7467325,22,1,2279.5,5,4,3,12,543,0,Regular Customers
405-7381675-2933696,112,1,1104.3,1,4,2,7,142,1,Occasional Buyers
405-7381926-4015010,60,1,1621.82,3,4,2,9,342,0,Regular Customers
405-7382001-8969996,36,1,6847.68,4,4,5,13,445,2,High Value Customers
405-7382165-5515660,98,1,5986.94,2,4,5,11,245,2,High Value Customers
405-7382312-7613994,115,1,1212.14,1,4,2,7,142,1,Occasional Buyers
405-7382576-2174307,58,1,663.35,3,4,1,8,341,0,Regular Customers
405-7382790-4052648,82,1,1319.11,2,4,2,8,242,1,Occasional Buyers
405-7383056-3161666,59,1,529.58,3,4,1,8,341,0,Regular Customers
405-7383417-3532686,74,1,2083.35,3,4,3,10,343,1,Occasional Buyers
405-7383717-7022993,79,1,4622.4,2,4,5,11,245,2,High Value Customers
405-7383792-2945514,50,1,7204.14,3,4,5,12,345,2,High Value Customers
405-7383891-1320107,112,1,8188.97,1,4,5,10,145,2,High Value Customers
405-7384055-5107613,71,1,4844.28,3,4,5,12,345,2,High Value Customers
405-7384281-2625301,103,1,1589.51,1,4,2,7,142,1,Occasional Buyers
405-7384284-8516993,28,1,1794.38,4,4,3,11,443,0,Regular Customers
405-7384335-6339781,10,1,3424.8,5,4,4,13,544,0,Regular Customers
405-7384410-6120357,57,1,4586.42,3,4,5,12,345,2,High Value Customers
405-7384739-5439018,75,1,1671.33,2,4,2,8,242,1,Occasional Buyers
405-7385111-9825998,103,1,2703.02,1,4,4,9,144,1,Occasional Buyers
405-7385292-8415750,53,1,1296.01,3,4,2,9,342,0,Regular Customers
405-7385410-6231715,9,1,1202.5,5,4,2,11,542,0,Regular Customers
405-7385507-3221889,83,1,1444.46,2,4,2,8,242,1,Occasional Buyers
405-7385527-1471020,9,1,2711.15,5,4,4,13,544,0,Regular Customers
405-7385806-1091715,32,1,5338.38,4,4,5,13,445,2,High Value Customers
405-7385886-3140198,7,1,1018.28,5,4,1,10,541,0,Regular Customers
405-7386250-2665248,113,1,2691.28,1,4,4,9,144,1,Occasional Buyers
405-7386758-2571886,111,1,4394.48,1,4,5,10,145,1,Occasional Buyers
405-7387174-9876770,104,1,269.65,1,4,1,6,141,1,Occasional Buyers
405-7387630-1372124,15,1,2170.16,5,4,3,12,543,0,Regular Customers
405-7387693-6298724,18,1,2220.58,5,4,3,12,543,0,Regular Customers
405-7387737-8152880,99,1,4850.58,1,4,5,10,145,2,High Value Customers
405-7387802-9159736,2,1,1215.61,5,4,2,11,542,0,Regular Customers
405-7387903-5199702,7,1,2973.7,5,4,4,13,544,0,Regular Customers
405-7388262-7305321,64,1,8188.97,3,4,5,12,345,2,High Value Customers
405-7388513-2239802,36,1,8188.97,4,4,5,13,445,2,High Value Customers
405-7388594-3261028,40,1,1048.72,4,4,2,10,442,0,Regular Customers
405-7388845-2606532,117,1,8188.97,1,4,5,10,145,2,High Value Customers
405-7388923-4143093,40,1,2399.07,4,4,4,12,444,0,Regular Customers
405-7388941-1881006,6,1,210.09,5,4,1,10,541,0,Regular Customers
405-7389022-5827261,49,1,2083.35,4,4,3,11,443,0,Regular Customers
405-7389316-7029442,59,1,1394.84,3,4,2,9,342,0,Regular Customers
405-7389491-7772008,63,1,237.72,3,4,1,8,341,1,Occasional Buyers
405-7389559-8300338,39,1,1853.64,4,4,3,11,443,0,Regular Customers
405-7389943-3438177,116,1,5081.79,1,4,5,10,145,2,High Value Customers
405-7389961-6398500,18,1,773.23,5,4,1,10,541,0,Regular Customers
405-7390069-5881860,84,1,2173.84,2,4,3,9,243,1,Occasional Buyers
405-7390208-6717325,50,1,4078.54,3,4,5,12,345,2,High Value Customers
405-7390446-1784551,51,1,4890.93,3,4,5,12,345,2,High Value Customers
405-7390591-6657997,85,1,3459.9,2,4,4,10,244,1,Occasional Buyers
405-7390794-9025485,62,1,5082.38,3,4,5,12,345,2,High Value Customers
405-7391239-9243485,78,1,572.22,2,4,1,7,241,1,Occasional Buyers
405-7391392-7532864,47,1,698.61,4,4,1,9,441,0,Regular Customers
405-7391900-5584612,10,1,4016.94,5,4,5,14,545,0,Regular Customers
405-7391985-4339287,29,1,5775.92,4,4,5,13,445,2,High Value Customers
405-7392434-6626185,82,1,3202.46,2,4,4,10,244,1,Occasional Buyers
405-7392568-1497802,62,1,4115.02,3,4,5,12,345,2,High Value Customers
405-7392721-8072508,62,1,1769.37,3,4,2,9,342,1,Occasional Buyers
405-7392997-7486296,117,1,5115.33,1,4,5,10,145,2,High Value Customers
405-7393147-3617440,78,1,2636.8,2,4,4,10,244,1,Occasional Buyers
405-7393603-7488091,98,1,1858.37,2,4,3,9,243,1,Occasional Buyers
405-7393784-6021217,23,1,5855.34,5,4,5,14,545,2,High Value Customers
405-7393949-2277694,32,1,778.17,4,4,1,9,441,0,Regular Customers
405-7394273-8029747,35,1,1873.68,4,4,3,11,443,0,Regular Customers
405-7394386-4850822,67,1,2505.93,3,4,4,11,344,1,Occasional Buyers
405-7394411-6355601,58,1,1713.81,3,4,2,9,342,0,Regular Customers
405-7394508-9954344,70,1,2975.01,3,4,4,11,344,1,Occasional Buyers
405-7394739-6995077,65,1,513.73,3,4,1,8,341,1,Occasional Buyers
405-7394862-9767992,27,1,4766.24,4,4,5,13,445,2,High Value Customers
405-7394885-2776949,122,1,2726.51,1,4,4,9,144,1,Occasional Buyers
405-7395097-9747949,25,1,8188.97,5,4,5,14,545,2,High Value Customers
405-7395339-1156886,24,1,1651.44,5,4,2,11,542,0,Regular Customers
405-7395738-9245730,12,1,408.55,5,4,1,10,541,0,Regular Customers
405-7395807-5263349,112,1,8188.97,1,4,5,10,145,2,High Value Customers
405-7395834-4194345,19,1,1199.15,5,4,2,11,542,0,Regular Customers
405-7396556-1739324,64,1,8188.97,3,4,5,12,345,2,High Value Customers
405-7396931-7661811,84,1,1436.04,2,4,2,8,242,1,Occasional Buyers
405-7397161-6694657,70,1,6917.97,3,4,5,12,345,2,High Value Customers
405-7397495-7972175,100,1,1785.03,1,4,3,8,143,1,Occasional Buyers
405-7397798-5238482,100,1,850.14,1,4,1,6,141,1,Occasional Buyers
405-7397822-1722397,46,1,1018.34,4,4,1,9,441,0,Regular Customers
405-7397884-9831694,19,1,3866.06,5,4,5,14,545,0,Regular Customers
405-7398083-5994097,61,1,2906.74,3,4,4,11,344,0,Regular Customers
405-7398228-6027096,91,1,3954.09,2,4,5,11,245,1,Occasional Buyers
405-7398671-9512888,4,1,540.45,5,4,1,10,541,0,Regular Customers
405-7398699-6617936,77,1,2303.5,2,4,3,9,243,1,Occasional Buyers
405-7398819-9080376,44,1,1980.72,4,4,3,11,443,0,Regular Customers
405-7399098-7289019,60,1,437.96,3,4,1,8,341,0,Regular Customers
405-7399453-4106614,99,1,897.21,1,4,1,6,141,1,Occasional Buyers
405-7399566-4050660,98,1,772.28,2,4,1,7,241,1,Occasional Buyers
405-7399880-3610719,34,1,2870.02,4,4,4,12,444,0,Regular Customers
405-7400231-2100805,27,1,2218.04,4,4,3,11,443,0,Regular Customers
405-7400575-5747731,82,1,2644.81,2,4,4,10,244,1,Occasional Buyers
405-7400822-6553853,115,1,907.06,1,4,1,6,141,1,Occasional Buyers
405-7400998-1800232,88,1,1617.82,2,4,2,8,242,1,Occasional Buyers
405-7401460-1076787,47,1,799.05,4,4,1,9,441,0,Regular Customers
405-7402356-5655400,7,1,4040.0,5,4,5,14,545,0,Regular Customers
405-7402495-9902197,33,1,604.23,4,4,1,9,441,0,Regular Customers
405-7402504-4511818,87,1,1944.31,2,4,3,9,243,1,Occasional Buyers
405-7402795-5294617,67,1,1086.02,3,4,2,9,342,1,Occasional Buyers
405-7402944-3471472,43,1,1699.28,4,4,2,10,442,0,Regular Customers
405-7403190-7198165,30,1,2530.0,4,4,4,12,444,0,Regular Customers
405-7403223-3198351,49,1,2464.64,4,4,4,12,444,0,Regular Customers
405-7403840-8196918,27,1,4591.86,4,4,5,13,445,2,High Value Customers
405-7403898-3017214,48,1,2083.35,4,4,3,11,443,0,Regular Customers
405-7404101-1560377,7,1,2083.35,5,4,3,12,543,0,Regular Customers
405-7404439-9264078,97,1,615.28,2,4,1,7,241,1,Occasional Buyers
405-7404682-5388236,47,1,2416.13,4,4,4,12,444,0,Regular Customers
405-7404772-8467478,10,1,2499.03,5,4,4,13,544,0,Regular Customers
405-7404881-2753595,27,1,2255.01,4,4,3,11,443,0,Regular Customers
405-7405208-8014124,4,1,1982.52,5,4,3,12,543,0,Regular Customers
405-7405277-4968940,103,1,1713.87,1,4,2,7,142,1,Occasional Buyers
405-7405362-4302306,60,1,2846.18,3,4,4,11,344,0,Regular Customers
405-7405443-7408278,60,1,8188.97,3,4,5,12,345,2,High Value Customers
405-7405487-2366099,68,1,359.59,3,4,1,8,341,1,Occasional Buyers
405-7405699-6604787,71,1,2376.04,3,4,3,10,343,1,Occasional Buyers
405-7405806-1597244,102,1,645.12,1,4,1,6,141,1,Occasional Buyers
405-7406410-8402564,73,1,811.04,3,4,1,8,341,1,Occasional Buyers
405-7406670-1271067,51,1,1751.16,3,4,2,9,342,0,Regular Customers
405-7406690-3249751,19,1,5355.14,5,4,5,14,545,2,High Value Customers
405-7407239-7594061,49,1,2771.42,4,4,4,12,444,0,Regular Customers
405-7407617-2117326,12,1,2113.76,5,4,3,12,543,0,Regular Customers
405-7408182-6972795,13,1,1849.44,5,4,3,12,543,0,Regular Customers
405-7408214-6647083,79,1,766.11,2,4,1,7,241,1,Occasional Buyers
405-7408321-2733818,84,1,3406.28,2,4,4,10,244,1,Occasional Buyers
405-7408593-9953640,63,1,635.35,3,4,1,8,341,1,Occasional Buyers
405-7408641-5230099,87,1,2572.2,2,4,4,10,244,1,Occasional Buyers
405-7408922-7553961,77,1,2626.34,2,4,4,10,244,1,Occasional Buyers
405-7409147-7840218,40,1,1542.93,4,4,2,10,442,0,Regular Customers
405-7409190-6207852,20,1,411.4,5,4,1,10,541,0,Regular Customers
405-7409222-3633660,46,1,4667.3,4,4,5,13,445,2,High Value Customers
405-7409518-8571398,97,1,1914.72,2,4,3,9,243,1,Occasional Buyers
405-7409644-5768746,117,1,1706.01,1,4,2,7,142,1,Occasional Buyers
405-7409720-5578324,109,1,827.1,1,4,1,6,141,1,Occasional Buyers
405-7409734-6409387,18,1,2050.05,5,4,3,12,543,0,Regular Customers
405-7409794-9513620,24,1,503.76,5,4,1,10,541,0,Regular Customers
405-7410338-7457256,102,1,2447.77,1,4,4,9,144,1,Occasional Buyers
405-7410589-6138403,110,1,6826.89,1,4,5,10,145,2,High Value Customers
405-7410897-3738832,2,1,5822.74,5,4,5,14,545,2,High Value Customers
405-7410999-7364768,113,1,914.27,1,4,1,6,141,1,Occasional Buyers
405-7411816-1258197,11,1,5276.12,5,4,5,14,545,2,High Value Customers
405-7411863-4917200,81,1,2083.35,2,4,3,9,243,1,Occasional Buyers
405-7412315-4326490,96,1,5825.12,2,4,5,11,245,2,High Value Customers
405-7412319-4270206,80,1,8188.97,2,4,5,11,245,2,High Value Customers
405-7412776-3354059,68,1,8188.97,3,4,5,12,345,2,High Value Customers
405-7412862-4996982,117,1,352.46,1,4,1,6,141,1,Occasional Buyers
405-7412889-6104015,56,1,1776.21,3,4,2,9,342,0,Regular Customers
405-7413039-5201809,53,1,2083.35,3,4,3,10,343,0,Regular Customers
405-7413235-9010060,26,1,562.88,4,4,1,9,441,0,Regular Customers
405-7413297-8371545,108,1,1131.09,1,4,2,7,142,1,Occasional Buyers
405-7413313-1990928,31,1,2863.46,4,4,4,12,444,0,Regular Customers
405-7413330-2730873,38,1,2887.73,4,4,4,12,444,0,Regular Customers
405-7413349-1966011,107,1,2580.89,1,4,4,9,144,1,Occasional Buyers
405-7413551-5925694,74,1,5889.96,3,4,5,12,345,2,High Value Customers
405-7413840-4069505,60,1,2617.29,3,4,4,11,344,0,Regular Customers
405-7413995-6350159,119,1,2083.35,1,4,3,8,143,1,Occasional Buyers
405-7414464-1088047,67,1,2228.81,3,4,3,10,343,1,Occasional Buyers
405-7414486-8104896,85,1,5380.59,2,4,5,11,245,2,High Value Customers
405-7414715-4873875,100,1,797.24,1,4,1,6,141,1,Occasional Buyers
405-7414893-5030909,63,1,4285.6,3,4,5,12,345,2,High Value Customers
405-7415068-3510859,83,1,828.08,2,4,1,7,241,1,Occasional Buyers
405-7415323-5629490,105,1,650.24,1,4,1,6,141,1,Occasional Buyers
405-7415996-8701106,66,1,2840.95,3,4,4,11,344,1,Occasional Buyers
405-7416197-3348572,111,1,238.37,1,4,1,6,141,1,Occasional Buyers
405-7416402-5720988,54,1,894.7,3,4,1,8,341,0,Regular Customers
405-7416646-5614128,68,1,2286.56,3,4,3,10,343,1,Occasional Buyers
405-7416874-2380631,87,1,1333.09,2,4,2,8,242,1,Occasional Buyers
405-7417252-7024901,61,1,4862.3,3,4,5,12,345,2,High Value Customers
405-7417573-6808170,66,1,1033.82,3,4,2,9,342,1,Occasional Buyers
405-7418015-9744902,16,1,401.07,5,4,1,10,541,0,Regular Customers
405-7418661-7756122,109,1,1179.96,1,4,2,7,142,1,Occasional Buyers
405-7419186-3097423,77,1,2969.06,2,4,4,10,244,1,Occasional Buyers
405-7419298-4962803,84,1,2767.57,2,4,4,10,244,1,Occasional Buyers
405-7419603-7364482,1,1,3809.55,5,4,5,14,545,0,Regular Customers
405-7419627-9764433,14,1,2819.55,5,4,4,13,544,0,Regular Customers
405-7419726-3798330,100,1,4581.9,1,4,5,10,145,2,High Value Customers
405-7420275-1924753,120,1,2837.89,1,4,4,9,144,1,Occasional Buyers
405-7420609-3136056,39,1,2730.6,4,4,4,12,444,0,Regular Customers
405-7420804-8168234,50,1,2740.01,3,4,4,11,344,0,Regular Customers
405-7421232-2860776,51,1,474.89,3,4,1,8,341,0,Regular Customers
405-7421389-9871609,10,1,8188.97,5,4,5,14,545,2,High Value Customers
405-7421537-4159327,76,1,821.52,2,4,1,7,241,1,Occasional Buyers
405-7421724-3562686,114,1,8188.97,1,4,5,10,145,2,High Value Customers
405-7421924-6851001,100,1,970.13,1,4,1,6,141,1,Occasional Buyers
405-7422465-3310522,20,1,816.0,5,4,1,10,541,0,Regular Customers
405-7422606-9442656,105,1,2819.65,1,4,4,9,144,1,Occasional Buyers
405-7422888-6482841,67,1,6532.38,3,4,5,12,345,2,High Value Customers
405-7423071-5727114,77,1,1786.55,2,4,3,9,243,1,Occasional Buyers
405-7423079-5523448,45,1,2083.35,4,4,3,11,443,0,Regular Customers
405-7423559-8129268,108,1,1964.03,1,4,3,8,143,1,Occasional Buyers
405-7423767-9896525,101,1,1154.95,1,4,2,7,142,1,Occasional Buyers
405-7424162-9412283,98,1,1184.46,2,4,2,8,242,1,Occasional Buyers
405-7424165-4273674,49,1,5113.75,4,4,5,13,445,2,High Value Customers
405-7424479-7006016,55,1,3134.16,3,4,4,11,344,0,Regular Customers
405-7424502-5310646,45,1,3743.4,4,4,5,13,445,0,Regular Customers
405-7424832-4511362,106,1,2764.68,1,4,4,9,144,1,Occasional Buyers
405-7425019-1912238,76,1,1048.2,2,4,2,8,242,1,Occasional Buyers
405-7425042-9052613,120,1,2153.15,1,4,3,8,143,1,Occasional Buyers
405-7425139-8664463,51,1,2254.39,3,4,3,10,343,0,Regular Customers
405-7425172-8957158,85,1,830.52,2,4,1,7,241,1,Occasional Buyers
405-7425184-4918527,13,1,2510.38,5,4,4,13,544,0,Regular Customers
405-7425455-3331698,118,1,1946.62,1,4,3,8,143,1,Occasional Buyers
405-7425681-3724929,3,1,945.45,5,4,1,10,541,0,Regular Customers
405-7426567-4585171,105,1,718.86,1,4,1,6,141,1,Occasional Buyers
405-7426799-5573515,64,1,2083.35,3,4,3,10,343,1,Occasional Buyers
405-7426817-4717453,15,1,1855.21,5,4,3,12,543,0,Regular Customers
405-7427024-6090595,47,1,264.32,4,4,1,9,441,0,Regular Customers
405-7427083-1142544,64,1,2732.0,3,4,4,11,344,1,Occasional Buyers
405-7427094-8280842,84,1,2417.05,2,4,4,10,244,1,Occasional Buyers
405-7427265-3494146,75,1,2872.96,2,4,4,10,244,1,Occasional Buyers
405-7427605-5518114,22,1,5194.62,5,4,5,14,545,2,High Value Customers
405-7427826-3923229,79,1,741.85,2,4,1,7,241,1,Occasional Buyers
405-7428244-9051279,6,1,840.52,5,4,1,10,541,0,Regular Customers
405-7429324-8717719,49,1,572.94,4,4,1,9,441,0,Regular Customers
405-7429339-9469824,23,1,1796.41,5,4,3,12,543,0,Regular Customers
405-7429389-4923064,87,1,5990.04,2,4,5,11,245,2,High Value Customers
405-7429634-4308742,56,1,907.95,3,4,1,8,341,0,Regular Customers
405-7429754-5996953,85,1,4653.4,2,4,5,11,245,2,High Value Customers
405-7429758-7118894,77,1,1218.23,2,4,2,8,242,1,Occasional Buyers
405-7429967-1790920,43,1,3509.6,4,4,4,12,444,0,Regular Customers
405-7430664-7765550,28,1,2775.52,4,4,4,12,444,0,Regular Customers
405-7430721-8742338,41,1,1816.54,4,4,3,11,443,0,Regular Customers
405-7431227-3949093,87,1,2854.45,2,4,4,10,244,1,Occasional Buyers
405-7431367-1635251,67,1,5856.51,3,4,5,12,345,2,High Value Customers
405-7431628-4542138,2,1,4292.28,5,4,5,14,545,0,Regular Customers
405-7431884-1065515,104,1,4952.14,1,4,5,10,145,2,High Value Customers
405-7432179-3773051,82,1,4124.78,2,4,5,11,245,2,High Value Customers
405-7433103-4869701,7,1,1317.0,5,4,2,11,542,0,Regular Customers
405-7433181-3828000,74,1,1778.4,3,4,2,9,342,1,Occasional Buyers
405-7433739-5703326,94,1,2368.72,2,4,3,9,243,1,Occasional Buyers
405-7433775-4089522,53,1,2083.35,3,4,3,10,343,0,Regular Customers
405-7433783-2104269,34,1,2702.72,4,4,4,12,444,0,Regular Customers
405-7433970-9204747,88,1,811.83,2,4,1,7,241,1,Occasional Buyers
405-7433973-8730920,32,1,671.3,4,4,1,9,441,0,Regular Customers
405-7434001-6460288,113,1,2483.52,1,4,4,9,144,1,Occasional Buyers
405-7434322-2554335,58,1,1040.71,3,4,2,9,342,0,Regular Customers
